category,headline,first_paragraph
unemploy,Unemployment risks creating new divide in Europe,"BRUS­SELS–Record un­em­ploy­ment and fray­ing so­cial wel­fare sys­tems in south­ern Eu­rope risk cre­at­ing a new di­vide in the con­ti­nent, the EU warned yes­ter­day, when fig­ures showed job­less­ness across the 17 EU coun­tries that use the eu­ro hit a new high. Of­fi­cial da­ta showed eu­ro­zone un­em­ploy­ment rose to 11.8 per cent in No­vem­ber, the high­est since the eu­ro cur­ren­cy was found­ed in 1999. The rate was up from 11.7 per cent in Oc­to­ber and 10.6 per cent a year ear­li­er."
unemploy,Unemployment in Eurozone reaches new record high,"BRUS­SELS–The num­ber of un­em­ployed in the 17-na­tion eu­ro­zone reached a record high in Sep­tem­ber as the bloc's nascent re­cov­ery failed to gen­er­ate jobs, of­fi­cial da­ta showed.The ranks of the job­less swelled by 60,000 to a record 19.45 mil­lion, ac­cord­ing to Eu­ro­stat, the Eu­ro­pean Union's sta­tis­tics agency. Though the un­em­ploy­ment rate re­mained steady at 12.2 per cent, the pre­vi­ous month was re­vised up from 12 per cent."
unemploy,Ireland's unemployment level rises,"As the Eu­ro­zone Cri­sis boils, Ire­land's con­tin­u­ous dif­fi­cul­ties re­main glar­ing­ly ev­i­dent, in spite of the No­vem­ber 2010 bailout. Ire­land's un­em­ploy­ment rate re­mains in the 14 per cent range, where it has hov­ered for the past 12 months. The coun­try's stan­dard­ised un­em­ploy­ment rate ac­tu­al­ly rose one tenth of a per­cent­age point to 14.4 per cent in Oc­to­ber, up from 14.3 per cent in Sep­tem­ber, re­ports Reuters. The num­ber of in­di­vid­u­als claim­ing un­em­ploy­ment ben­e­fits rose by 2,700 to 447,100. These num­bers sur­passed pri­or es­ti­mates made by five econ­o­mists polled by Reuters, who fore­cast­ed a me­di­an range of 443,000 job­less claims for Ire­land in Oc­to­ber."
unemploy,US stocks end lower after unemployment claims rise,"The Stan­dard & Poor's 500 in­dex fell 2.71, or 0.2 per cent, to close at 1,273.85. The Nas­daq com­pos­ite in­dex rose 7.69, or 0.3 per cent, to 2,709.89. Three stocks fell for every two that rose on the New York Stock Ex­change. Vol­ume was 1 bil­lion shares. Bond prices rose, send­ing their yields low­er. The yield on the ten-year Trea­sury note fell to 3.40 per cent from 3.46 per cent late Wednes­day. The yield is used to set in­ter­est rates on many kinds of loans in­clud­ing mort­gages. (AP)"
unemploy,Reverend: Unemployment a cause of child abuse,Ris­ing un­em­ploy­ment may be con­tribut­ing to an in­crease in child abuse across the coun­try says vice pres­i­dent of the Rapid Fire Kidz Foun­da­tion Rev Joy Ab­dul-Mo­han as she vowed to part­ner with the Chil­dren’s Au­thor­i­ty to save abused chil­dren.
unemploy,Call for govt support of SMEs to ease unemployment,"Gov­ern­ment must boost its fis­cal sup­port for small busi­ness­es if it wants to pull the brakes on ris­ing un­em­ploy­ment, says labour re­searcher Dr Roy Thomas."
unemploy,UK's unemployment at highest level in 17 years,"LON­DON-Aus­ter­i­ty mea­sures, pro­longed eco­nom­ic weak­ness and a eu­ro­zone cri­sis have tak­en their toll on Britain's work force, with fig­ures pub­lished yes­ter­day show­ing that un­em­ploy­ment has reached a 17-year high. Britain's gov­ern­ment has staked its rep­u­ta­tion on a strat­e­gy of cut­ting costs and jobs in the pub­lic sec­tor while try­ing to boost pri­vate sec­tor growth. Yes­ter­day's un­em­ploy­ment da­ta, which show that un­em­ploy­ment is ris­ing and that women and young peo­ple are hard­est hit, raise doubts over whether that strat­e­gy is work­ing, and leave Prime Min­is­ter David Cameron open to crit­i­cism that he is tak­ing away op­por­tu­ni­ties for some parts of so­ci­ety."
unemploy,Euro area unemployment at record 12 per cent,"LON­DON–The eu­ro­zone econ­o­my has passed an­oth­er bleak mile­stone.Of­fi­cial fig­ures on Tues­day showed that un­em­ploy­ment across the 17 Eu­ro­pean Union coun­tries that use the eu­ro has struck 12 per cent for the first time since the cur­ren­cy was launched in 1999.Eu­ro­stat, the EU's sta­tis­tics of­fice, said the rate in Feb­ru­ary was un­changed at the record high af­ter Jan­u­ary's fig­ure was re­vised up to 12 per cent from 11.9 per cent."
unemploy,US unemployment falls to 7 percent,"WASH­ING­TON–A fourth straight month of sol­id hir­ing cut the US un­em­ploy­ment rate to a five-year low of 7 per cent in No­vem­ber, an en­cour­ag­ing sign for the econ­o­my.The Labour De­part­ment says em­ploy­ers added 203,000 jobs, near­ly match­ing Oc­to­ber's re­vised gain of 200,000. The job gains helped low­er the un­em­ploy­ment rate from 7.3 per cent in Oc­to­ber.The strength­en­ing job mar­ket is like­ly to fu­el spec­u­la­tion that the Fed­er­al Re­serve may start to scale back its bond pur­chas­es when it meets lat­er this month."
unemploy,Canada's unemployment rate rises to 7.3%,"TORON­TO-Cana­da had its worst month for jobs since 2009 as the econ­o­my un­ex­pect­ed­ly shed 54,000 jobs last month, push­ing the un­em­ploy­ment rate to 7.3 per cent from 7.1 per cent. Sta­tis­tics Cana­da said Fri­day that af­ter strong job cre­ation in Sep­tem­ber, the econ­o­my gave most of those jobs back in Oc­to­ber, shed­ding 71,700 full time jobs. The re­sult means that for the last four months, new em­ploy­ment in Cana­da has ba­si­cal­ly been stag­nant."
unemploy,Unemployment edges up to 7.9 per cent in Britain,"LON­DON–Britain's eco­nom­ic out­look has grown bleak­er, with new fig­ures show­ing un­em­ploy­ment edg­ing up to 7.9 per cent–the worst rate for al­most a year.The Of­fice of Na­tion­al Sta­tis­tics says un­em­ploy­ment in­creased by 70,000 be­tween De­cem­ber 2012 and this Feb­ru­ary. Wednes­day's da­ta shows the num­ber of 16-24 year olds out of work rose by 20,000 to 979,000"
unemploy,"Bernanke: With unemployment high, Fed can do more","JACK­SON HOLE, Wyoming- Chair­man Ben Bernanke sent a clear mes­sage Fri­day that the Fed­er­al Re­serve will do more to help the still-strug­gling US econ­o­my. His re­marks left two ques­tions: What ex­act­ly will the Fed do? And when? Bernanke de­scribed the US econ­o­my's health as ""far from sat­is­fac­to­ry"" and not­ed that the un­em­ploy­ment rate, now 8.3 per cent, hasn't de­clined since Jan­u­ary. He stopped short of com­mit­ting the Fed to any spe­cif­ic move. But in his speech to an an­nu­al Fed con­fer­ence in Jack­son Hole, Wyoming, Bernanke said that even with in­ter­est rates al­ready at su­per-lows, the Fed can do more. He ac­knowl­edged crit­ics' ar­gu­ments that fur­ther Fed ac­tion could fan in­fla­tion and in­ject oth­er risks. Yet af­ter rais­ing such ar­gu­ments, Bernanke pro­ceed­ed to knock them down. Some econ­o­mists pre­dict the Fed will un­veil some bold new step as soon as its Sept 12-13 meet­ing, pos­si­bly a third round of bond pur­chas­es meant to low­er long-term in­ter­est rates and en­cour­age more bor­row­ing and spend­ing."
unemploy,Stocks zigzag on unemployment data,"The Labour De­part­ment said em­ploy­ers cut more jobs than ex­pect­ed in Oc­to­ber, push­ing the un­em­ploy­ment rate above 10 per cent for the first time since 1983. How­ev­er, the pace of job loss­es slowed. The rise in job­less­ness, while not wel­come news for the econ­o­my, re­as­sured some in­vestors that the Fed­er­al Re­serve will have to hold in­ter­est rates low­er for some time. That weak­ened de­mand for the dol­lar, which gave a boost to stocks. ""All the mar­kets right now are tak­ing their cue off the dol­lar,"" said Max Bublitz, chief strate­gist at SCM Ad­vi­sors. ""We got da­ta to­day that sug­gests that in­ter­est rates are go­ing to be on hold for a while."" When the dol­lar is weak­er, US goods are cheap­er for buy­ers over­seas. Com­pa­nies that do busi­ness over­seas al­so get a prof­it boost when their earn­ings are trans­lat­ed back in­to dol­lars."
unemploy,Small increase in T&T unemployment rate,"T&T's un­em­ploy­ment rate in­creased mar­gin­al­ly in the fi­nal two quar­ters of 2013 from 3.7 per cent to 3.8 per cent.The lat­est Labour Force Bul­letin from the Cen­tral Sta­tis­ti­cal Of­fice (CSO), al­so shows that while the un­em­ploy­ment rate among men in­creased from 3 per cent to 3.4 per cent, it de­creased for women from 4.7 per cent to 4.3 per cent over the same pe­ri­od."
unemploy,"Spanish marchers protest austerity, unemployment","MADRID-Tens of thou­sands of Span­ish pro­test­ers-young and old, those with jobs and those with­out-marched yes­ter­day in Madrid to dri­ve home their anger over high un­em­ploy­ment, bleak eco­nom­ic prospects and politi­cians they con­sid­er in­ept. Sim­i­lar demon­stra­tions were be­ing held in oth­er cities in­clud­ing Barcelona in the north, Va­len­cia in the east and Seville in the south. Po­lice were out in force af­ter a Wednes­day protest in Barcelona turned vi­o­lent. Pro­test­er An­to­nio Cortes, 58, said Spain's work­ers were be­ing asked to bear the brunt of the fi­nan­cial cri­sis."
unemploy,Latest labour data shows lower unemployment,"T&T's to­tal labour force for the sec­ond quar­ter of 2012 was 627,300 per­sons, an in­crease of 0.6 per cent over the 623,500 record­ed the pre­vi­ous quar­ter.Ac­cord­ing to the lat­est Labour Bul­letin from the Cen­tral Sta­tis­ti­cal Of­fice (CSO), num­ber of fe­males in the labour force in­creased by 1.2 per cent be­tween the first quar­ter of 2012 and the sec­ond quar­ter of 2012, mov­ing from 260,900 per­sons to 264,000 per­sons."
unemploy,Cudjoe focuses on youth employment,"Un­der­stand­ing that T&T is very much part of the glob­al prob­lem of youth em­ploy­ment, the Min­istry of Sports and Youth af­fairs yes­ter­day in­tro­duced an ini­tia­tive to com­bat the is­sue."
unemploy,Pressure for job seekers,"With ap­prox­i­mate­ly 10,000 uni­ver­si­ty grad­u­ates seek­ing em­ploy­ment year­ly, lo­cal re­cruit­ment agen­cies want more to be done to as­sist peo­ple who are search­ing for jobs."
unemploy,"Spanish marchers protest austerity, unemployment","MADRID-Tens of thou­sands of Span­ish pro­test­ers-young and old, those with jobs and those with­out-marched yes­ter­day in Madrid to dri­ve home their anger over high un­em­ploy­ment, bleak eco­nom­ic prospects and politi­cians they con­sid­er in­ept. Sim­i­lar demon­stra­tions were be­ing held in oth­er cities in­clud­ing Barcelona in the north, Va­len­cia in the east and Seville in the south. Po­lice were out in force af­ter a Wednes­day protest in Barcelona turned vi­o­lent. Pro­test­er An­to­nio Cortes, 58, said Spain's work­ers were be­ing asked to bear the brunt of the fi­nan­cial cri­sis."
unemploy,US unemployment rate falls two-year low of 8.8 %,"The US un­em­ploy­ment rate fell to a new two-year low in March of 8.8 per cent, from 8.9 per cent in Feb­ru­ary. It was the fourth month­ly fall in a row. The un­em­ploy­ment rate has fall­en by a per­cent­age point dur­ing the last four months. Em­ploy­ers cre­at­ed 216,000 jobs in March, the US De­part­ment of La­bor said, high­er than mar­ket ex­pec­ta­tions. Oth­er eco­nom­ic da­ta showed a slight dip in man­u­fac­tur­ing in March, al­though the re­port was seen as broad­ly pos­i­tive. The In­sti­tute for Sup­ply Man­age­ment's (ISM) in­dex of na­tion­al fac­to­ry ac­tiv­i­ty dipped to 61.2 last month from 61.4 in Feb­ru­ary.Feb­ru­ary's rate was the high­est since May 2004. Any read­ing above 50 in­di­cates growth. US and Eu­ro­pean stock mar­kets were boost­ed by the eco­nom­ic news. Lon­don, Paris and Frank­furt all closed with gains of more than 1.5 per cent, while the Dow was up 1.0 per cent by late af­ter­noon."
